significant_drug	CMAP	LINCS	Cor	occurrence	clinical_phase	moa	target	disease_area	indication
cabergoline	0	3	2	5	Launched	dopamine receptor agonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C|HTR7	endocrinology	hyperprolactinemia
celecoxib	1	2	2	5	Launched	cyclooxygenase inhibitor	CA12|PDPK1|PTGS2	rheumatology|endocrinology	osteoarthritis|rheumatoid arthritis|ankylosing spondylitis|primary dysmenorrhea (PD)
chlorprothixene	1	3	1	5	Launched	dopamine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|HRH1|HTR2A|HTR2B|HTR2C	neurology/psychiatry	schizophrenia|bipolar disorder
clarithromycin	0	3	2	5	Launched	bacterial 50S ribosomal subunit inhibitor	CYP3A4	otolaryngology|pulmonary|infectious disease	pharyngitis|tonsillitis|sinusitis|bronchitis|pneumonia|skin infections|otitis
clopidogrel	0	3	2	5	Launched	purinergic receptor antagonist	P2RY12	cardiology|neurology/psychiatry	myocardial infarction|stroke|peripheral artery disease (PAD)|acute coronary syndrome (ACS)
curcumin	1	2	2	5	Launched	cyclooxygenase inhibitor|histone acetyltransferase inhibitor|lipoxygenase inhibitor|NFkB pathway inhibitor	APP|CA1|CA12|CA14|CA2|CA4|CA6|CA9|CHRM3|CYP3A4|DNMT3B|EP300|MMP13|MMP9|NOS2|PTGS1|PTGS2|XDH		
diclofenac	1	2	2	5	Launched	cyclooxygenase inhibitor	AKR1C3|ALOX5|ASIC1|ASIC3|KCNQ2|KCNQ3|PLA2G2A|PPARG|PTGS1|PTGS2|SCN4A	rheumatology|neurology/psychiatry	rheumatoid arthritis|osteoarthritis|migraine headache
diethylcarbamazine	0	3	2	5	Launched	lipoxygenase inhibitor	ALOX5|PTGS1	infectious disease	filariasis
diltiazem	0	3	2	5	Launched	calcium channel blocker	CACNA1C|CACNA1S|CACNA2D1|CACNG1|HTR3A|KCNA5	cardiology	hypertension|angina pectoris
disopyramide	0	3	2	5	Launched	sodium channel blocker	CHRM1|CHRM2|CHRM3|KCND2|KCND3|KCNH2|SCN5A	cardiology	ventricular tachycardia (VT)|ventricular arrhythmias
docetaxel	0	3	2	5	Launched	tubulin polymerization inhibitor	BCL2|MAP2|MAP4|MAPT|NR1I2|TUBA1A|TUBA1B|TUBA1C|TUBA3C|TUBA3D|TUBA3E|TUBA4A|TUBB|TUBB1|TUBB2A|TUBB2B|TUBB3|TUBB4A|TUBB4B|TUBB6|TUBB8	oncology	breast cancer|non-small cell lung cancer (NSCLC)|prostate cancer|gastric adenocarcinoma|head and neck squamous cell carcinoma (HNSCC)
dopamine	0	3	2	5	Launched	dopamine receptor agonist	DBH|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR7|SLC6A2|SLC6A3|SLC6A4	cardiology|neurology/psychiatry	ventricular arrhythmias|depression|headache|tremors
ephedrine	0	3	2	5	Launched	adrenergic receptor agonist	ACHE|ADRA1A|ADRB2|SLC18A2|SLC6A2	cardiology|pulmonary|neurology/psychiatry|endocrinology	hypotension|asthma|narcolepsy|obesity
estradiol	1	3	1	5	Launched	estrogen receptor agonist	ESR1|ESR2|GPER1|KCNMA1|NR1I2	endocrinology	contraceptive
fenoldopam	0	3	2	5	Launched	dopamine receptor agonist	DRD1|DRD4	cardiology	hypertension
flutamide	1	3	1	5	Launched	androgen receptor antagonist	AHR|AR	oncology	prostate cancer
haloperidol	0	3	2	5	Launched	dopamine receptor antagonist	DRD1|DRD2|DRD3|DRD4|DRD5|GRIN2B|HRH1|HTR1A|HTR1D|HTR2A|HTR2B|HTR7|KCNH1	neurology/psychiatry	schizophrenia|Tourette's disorder
hexylresorcinol	0	3	2	5	Launched	local anesthetic	TYR	infectious disease	skin infections|first-aid antiseptic
ipratropium	1	3	1	5	Launched	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5	pulmonary	bronchospasm|chronic obstructive pulmonary disease (COPD)|bronchitis|emphysema
isradipine	0	3	2	5	Launched	calcium channel blocker	CACNA1D|CACNA1F|CACNA2D1	cardiology	hypertension
ketotifen	1	2	2	5	Launched	histamine receptor agonist|leukotriene receptor antagonist|phosphodiesterase inhibitor	HRH1	neurology/psychiatry	itching
labetalol	0	3	2	5	Launched	adrenergic receptor antagonist	ADRA1D|ADRB1|ADRB2	cardiology	hypertension
lapatinib	1	3	1	5	Launched	EGFR inhibitor	EGFR|ERBB2	oncology	breast cancer
levomepromazine	0	3	2	5	Launched	dopamine receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR2A|HTR2C	neurology/psychiatry|gastroenterology	psychosis|schizophrenia|bipolar disorder|nausea|insomnia
lofexidine	0	3	2	5	Launched	adrenergic receptor agonist		neurology/psychiatry	opioid withdrawal
mepacrine	1	3	1	5	Launched	cytokine production inhibitor|NFkB pathway inhibitor|TP53 activator	PLA2G1B	infectious disease	giardiasis
methylergometrine	0	3	2	5	Launched	dopamine receptor antagonist|serotonin receptor antagonist	DRD1|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C	hematology|neurology/psychiatry	postpartum hemorrhage (PPH)|migraine headache
mosapride	0	3	2	5	Launched	serotonin receptor agonist	HTR4	gastroenterology	hypertrophic gastritis (GHG)|gastroesophageal reflux disease (GERD)|dyspepsia|irritable bowel syndrome
nabumetone	1	3	1	5	Launched	cyclooxygenase inhibitor	PTGS1|PTGS2	rheumatology	rheumatoid arthritis|osteoarthritis
naftopidil	0	3	2	5	Launched	adrenergic receptor antagonist	ADRA1A	urology	benign prostatic hyperplasia (BPH)
naltrexone	1	3	1	5	Launched	opioid receptor antagonist	OPRD1|OPRK1|OPRM1|SIGMAR1	neurology/psychiatry	abstinence from alcohol
nitrendipine	0	3	2	5	Launched	calcium channel blocker	CACNA1D|CACNA2D1|KCNN4	cardiology	hypertension
piperidolate	0	3	2	5	Launched	acetylcholine receptor antagonist	CHRM1	neurology/psychiatry	spasms
rilmenidine	1	2	2	5	Launched	adrenergic receptor agonist|imidazoline receptor agonist	ADRA2A	cardiology	hypertension
salmeterol	1	2	2	5	Launched	adrenergic receptor agonist	ADRB2	pulmonary	asthma|chronic obstructive pulmonary disease (COPD)|bronchospasm
stiripentol	0	3	2	5	Launched	GABA uptake inhibitor	GABRA3	neurology/psychiatry	epilepsy
temsirolimus	1	3	1	5	Launched	mTOR inhibitor	MTOR	oncology	renal cell carcinoma (RCC)
tianeptine	1	2	2	5	Launched	selective serotonin reuptake enhancer (SSRE)	OPRD1|OPRK1|OPRM1	neurology/psychiatry|pulmonary|gastroenterology	depression|asthma|irritable bowel syndrome
tolbutamide	0	3	2	5	Launched	ATP channel blocker	ABCC8|KCNJ1|KCNJ11|KCNJ8	endocrinology	diabetes mellitus
treprostinil	0	3	2	5	Launched	prostanoid receptor agonist	P2RY12|PPARD|PTGIR	pulmonary	pulmonary arterial hypertension (PAH)
trifluoperazine	1	3	1	5	Launched	dopamine receptor antagonist	ADRA1A|CALM1|CALY|DRD2|DRD4|HRH1|HTR2A|HTR2C|S100A4|TNNC1	neurology/psychiatry	schizophrenia
verapamil	1	2	2	5	Launched	calcium channel blocker	CACNA1A|CACNA1B|CACNA1C|CACNA1D|CACNA1F|CACNA1G|CACNA1I|CACNA1S|CACNB1|CACNB2|CACNB3|CACNB4|CYP3A4|KCNA10|KCNA7|KCNH2|KCNJ11|NALCN|SCN5A|SLC29A4|SLC6A4	cardiology	hypertension
zolmitriptan	0	3	2	5	Launched	serotonin receptor agonist	HTR1A|HTR1B|HTR1D|HTR1E|HTR1F	neurology/psychiatry	migraine headache
albendazole	0	3	1	4	Launched	tubulin polymerization inhibitor	TUBA1A|TUBB|TUBB4B	infectious disease	cystic hydatid disease|parenchymal neurocysticercosis
anastrozole	0	2	2	4	Launched	aromatase inhibitor	CYP19A1	oncology	breast cancer
chloroquine	1	1	2	4	Launched	antimalarial agent	MRGPRX1	infectious disease	malaria|amebiasis
dydrogesterone	1	2	1	4	Launched	progesterone receptor agonist	PGR	obstetrics/gynecology	infertility
escitalopram	0	3	1	4	Launched	selective serotonin reuptake inhibitor (SSRI)	SLC6A4	neurology/psychiatry	depression|generalized anxiety disorder (GAD)
felbamate	0	3	1	4	Launched	glutamate receptor antagonist	GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B	neurology/psychiatry	epilepsy
fulvestrant	1	3	0	4	Launched	estrogen receptor antagonist	ESR1|ESR2|GPER1	oncology	breast cancer
granisetron	1	2	1	4	Launched	serotonin receptor antagonist	HTR3A	gastroenterology	nausea|vomiting
hesperidin	1	3	0	4	Launched	flavanone glycoside	AURKB|CACNA1B		
icosapent	1	3	0	4	Launched	platelet aggregation inhibitor	ACSL3|ACSL4|FADS1|FFAR1|PPARD|PPARG|PTGS1|PTGS2|SLC8A1|TRPV1	endocrinology	hypertriglyceridemia
indapamide	0	2	2	4	Launched	thiazide diuretic	CA2|HTR3A|KCNQ1	cardiology	hypertension|congestive heart failure
ketanserin	0	2	2	4	Launched	serotonin receptor antagonist	ADRA1A|ADRA1B|ADRA1D|DRD1|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C|HTR5A|HTR7|SLC18A1|SLC18A2	cardiology	hypertension
lisuride	0	3	1	4	Launched	dopamine receptor agonist	ADRA1A|ADRA2A|ADRA2B|ADRA2C|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C|HTR6	neurology/psychiatry	Parkinson's Disease
mitotane	1	2	1	4	Launched	antineoplastic agent	CYP11A1|CYP11B1|ESR1	oncology	adrenal cortical carcinoma
moexipril	0	3	1	4	Launched	angiotensin converting enzyme inhibitor	ACE|ACE2	cardiology	hypertension
molsidomine	0	3	1	4	Launched	guanylate cyclase stimulant	GUCY1A3	cardiology	coronary artery disease (CAD)
nelfinavir	0	3	1	4	Launched	HIV protease inhibitor	CYP1A2|CYP2B6|CYP2C19|CYP2C9|CYP2D6|CYP3A4|CYP3A7	infectious disease	human immunodeficiency virus (HIV-1)
oxyphenonium	1	1	2	4	Launched	cholinergic receptor antagonist	CHRM1|CHRM3	gastroenterology	peptic ulcer disease (PUD)
ozagrel	0	3	1	4	Launched	thromboxane synthase inhibitor	TBXAS1	neurology/psychiatry	stroke
phenoxybenzamine	0	3	1	4	Launched	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C	cardiology|endocrinology	hypertension|pheochromocytoma
pioglitazone	1	2	1	4	Launched	insulin sensitizer|PPAR receptor agonist	PPARG|TRPM3	endocrinology	diabetes mellitus
procaterol	0	2	2	4	Launched	adrenergic receptor agonist	ADRB2	pulmonary	asthma
promazine	1	1	2	4	Launched	dopamine receptor antagonist	ADRA1A|ADRA1B|ADRA1D|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|HRH1|HTR2A|HTR2C	neurology/psychiatry	schizophrenia
protriptyline	0	3	1	4	Launched	tricyclic antidepressant	SLC6A2|SLC6A4	neurology/psychiatry	depression
quinidine	0	2	2	4	Launched	sodium channel blocker	KCNA5|KCNA7|KCNH1|KCNH2|KCNH5|KCNK1|KCNK6|SCN5A|SLC29A4	infectious disease|cardiology	malaria|atrial fibrillation (AF)|ventricular arrhythmias
rifabutin	1	3	0	4	Launched	protein synthesis inhibitor		infectious disease	human immunodeficiency virus (HIV-1)
simvastatin	1	1	2	4	Launched	HMGCR inhibitor	HMGCR|ITGB2	endocrinology|cardiology|neurology/psychiatry	hypercholesterolemia|coronary heart disease|myocardial infarction|stroke|hyperlipidemia
tolazamide	1	1	2	4	Launched	ATP channel blocker	ABCC8|KCNJ1|KCNJ10|KCNJ11	endocrinology	diabetes mellitus
triclosan	0	3	1	4	Launched	antibacterial agent	DNMT1	infectious disease	first-aid antiseptic
tubocurarine	0	2	2	4	Launched	acetylcholine receptor antagonist	ACHE|CHRNA2|HTR3A|HTR3B|KCNN1|KCNN2|KCNN3|ZACN	neurology/psychiatry	anesthetic
vecuronium	0	2	2	4	Launched	acetylcholine receptor antagonist	CHRNA2	neurology/psychiatry	muscle relaxant
vemurafenib	1	3	0	4	Launched	RAF inhibitor	BRAF|RAF1	oncology	melanoma
yohimbine	0	3	1	4	Launched	adrenergic receptor antagonist	ADRA2A|ADRA2B|ADRA2C|DRD2|DRD3|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR5A|HTR7|KCNJ1|KCNJ10|KCNJ11|KCNJ12|KCNJ14|KCNJ15|KCNJ8	cardiology	cardiac arrythmia|bradycardia
acetyl-farnesyl-cysteine	0	1	2	3	Launched	methyltransferase inhibitor	PPARG	dermatology	acne vulgaris (AV)
amiodarone	0	2	1	3	Launched	potassium channel blocker	ADRB1|CACNA1H|CACNA2D2|KCNA7|KCNH2	cardiology	ventricular arrhythmias
atovaquone	0	1	2	3	Launched	mitochondrial electron transport inhibitor		infectious disease	pneumonia
benzthiazide	0	1	2	3	Launched	carbonic anhydrase inhibitor	CA2	cardiology	hypertension|edema
bezafibrate	0	1	2	3	Launched	PPAR receptor agonist	PPARA|PPARD|PPARG	cardiology	cholesterol
bifemelane	0	1	2	3	Launched	acetylcholine release enhancer	MAOA|MAOB	ophthalmology|neurology/psychiatry	glaucoma|senile dementia
calcitriol	0	1	2	3	Launched	vitamin D receptor agonist	VDR	endocrinology|orthopedics	hypocalcemia|hypoparathyroidism|osteoporosis
carbamazepine	0	2	1	3	Launched	carboxamide antiepileptic	SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A	neurology/psychiatry	seizures
carbetocin	0	1	2	3	Launched	oxytocin receptor agonist	OXTR	hematology	hemorrhage
carbinoxamine	1	0	2	3	Launched	histamine receptor antagonist	HRH1	allergy|ophthalmology|otolaryngology|dermatology	allergic rhinitis|conjunctivitis|vasomotor rhinitis|dermatographism
clomifene	0	1	2	3	Launched	estrogen receptor antagonist	ESR1	obstetrics/gynecology	infertility
deferiprone	1	1	1	3	Launched	chelating agent	UGT1A6	hematology	transfusional hemosiderosis|thalassemia|iron overload
deoxycholic-acid	0	1	2	3	Launched	biliverdin reductase A activator|G protein-coupled receptor agonist	FPR1|GPBAR1	endocrinology	submental fat
dienestrol	1	0	2	3	Launched	estrogen receptor agonist	ESR1	endocrinology	menopause
dilazep	1	2	0	3	Launched	adenosine reuptake inhibitor	SLC29A1	cardiology	coronary heart disease
felodipine	0	1	2	3	Launched	calcium channel blocker	CFTR	cardiology	hypertension
halcinonide	1	1	1	3	Launched	glucocorticoid receptor agonist	NR3C1	dermatology	corticosteroid-responsive dermatoses
hydrocortisone	0	1	2	3	Launched	glucocorticoid receptor agonist	ANXA1|NOS2|NR3C1|NR3C2	dermatology|neurology/psychiatry	eczema|psoriasis|seborrheic dermatitis|itching
ibuprofen	1	1	1	3	Launched	cyclooxygenase inhibitor		neurology/psychiatry|rheumatology|otolaryngology|obstetrics/gynecology|endocrinology|dental	headache|muscle pain|rheumatoid arthritis|backache|common cold|menstrual pain|fever|toothache
ketorolac	0	1	2	3	Launched	cyclooxygenase inhibitor	PTGS1|PTGS2	neurology/psychiatry	pain relief
medetomidine	0	2	1	3	Launched	adrenergic receptor agonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C	neurology/psychiatry	sedative
meloxicam	0	2	1	3	Launched	cyclooxygenase inhibitor	PTGS1|PTGS2	rheumatology	osteoarthritis|rheumatoid arthritis
methantheline	0	1	2	3	Launched	acetylcholine receptor antagonist	CHRM1|HRH2	gastroenterology|neurology/psychiatry|urology	peptic ulcer disease (PUD)|irritable bowel syndrome|pancreatitis|dyskinesia|neurogenic bladder
methylprednisolone	1	0	2	3	Launched	glucocorticoid receptor agonist	NR3C1	endocrinology|rheumatology|dermatology|infectious disease|allergy|hematology|neurology/psychiatry|gastroenterology	hypercalcemia|thyroiditis|ankylosing spondylitis|bursitis|osteoarthritis|psoriatic arthritis|seborrheic dermatitis|mycosis|allergic rhinitis|psoriasis|anemia|multiple sclerosis|ulcerative colitis|enteritis
minoxidil	0	1	2	3	Launched	KATP activator|Kir6 channel (KATP) activator|vasodilator	ABCC9|KCNJ1|KCNJ10|KCNJ11|KCNJ8|PTGS1	endocrinology	androgenetic alopecia
nizatidine	1	2	0	3	Launched	histamine receptor antagonist	HRH2	gastroenterology	duodenal ulcer disease|erosive esophagitis (EE)|ulcerative esophagitis (UE)|gastroesophageal reflux disease (GERD)
olaparib	0	1	2	3	Launched	PARP inhibitor	PARP1|PARP2	oncology	ovarian cancer
pancuronium	0	1	2	3	Launched	acetylcholine receptor antagonist	CHRM2|CHRM3|CHRNA1|CHRNA2	critical care|neurology/psychiatry	endotracheal intubation|muscle relaxant
pimozide	0	1	2	3	Launched	dopamine receptor antagonist	CACNA1I|CALM1|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR1A|HTR2A|KCNA10|KCNH2	neurology/psychiatry	Tourette's disorder
piroxicam	1	0	2	3	Launched	cyclooxygenase inhibitor	PTGS1|PTGS2	rheumatology	osteoarthritis|rheumatoid arthritis
raltitrexed	0	2	1	3	Launched	thymidylate synthase inhibitor	FPGS|TYMS	oncology	mesothelioma
ramipril	0	2	1	3	Launched	angiotensin converting enzyme inhibitor	ACE	cardiology	hypertension
ropinirole	0	2	1	3	Launched	dopamine receptor agonist	ADRA2A|ADRA2B|ADRA2C|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C	neurology/psychiatry	Parkinson's Disease|restless leg syndrome
sertraline	1	2	0	3	Launched	selective serotonin reuptake inhibitor (SSRI)	SLC6A3|SLC6A4	neurology/psychiatry|obstetrics/gynecology	depression|obsessive compulsive disorder (OCD)|panic disorders|posttraumatic stress disorder|premenstrual syndrome|social anxiety disorder
sorafenib	0	1	2	3	Launched	FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAF inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor	BRAF|DDR2|FGFR1|FLT1|FLT3|FLT4|KDR|KIT|PDGFRB|RAF1|RET	oncology	renal cell carcinoma (RCC)|thyroid cancer|hepatocellular carcinoma (HCC)
thalidomide	1	0	2	3	Launched	tumor necrosis factor production inhibitor	TNF	oncology	myeloma
urapidil	0	1	2	3	Launched	adrenergic receptor antagonist	HTR1A	cardiology	hypertension
varenicline	1	1	1	3	Launched	acetylcholine receptor agonist	CHRNA3|CHRNA4|CHRNA6|CHRNA7	neurology/psychiatry	smoking cessation
xylazine	0	2	1	3	Launched	adrenergic receptor agonist	ADRA2A|ADRA2B|ADRA2C	neurology/psychiatry	anesthetic
ziprasidone	0	2	1	3	Launched	dopamine receptor antagonist|serotonin receptor antagonist	ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR2A|HTR2C|HTR3A|HTR6|HTR7|SLC6A4	neurology/psychiatry	schizophrenia|bipolar disorder
cilastatin	0	1	1	2	Launched	dehydropeptidase inhibitor	DPEP1		
clomipramine	0	1	1	2	Launched	serotonin transporter (SERT) inhibitor	GSTP1|HTR2A|HTR2B|HTR2C|SLC6A2|SLC6A3|SLC6A4	neurology/psychiatry	obsessive compulsive disorder (OCD)
fasudil	1	0	1	2	Launched	rho associated kinase inhibitor	PKIA|PRKACA|ROCK1|ROCK2	neurology/psychiatry	cerebral vasospasm
formestane	0	1	1	2	Launched	aromatase inhibitor	CYP19A1	oncology	breast cancer
hyoscyamine	0	1	1	2	Launched	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4	gastroenterology|urology|neurology/psychiatry|allergy	peptic ulcer disease (PUD)|acute abdominal visceral spasm|ulcerative colitis|interstitial cystitis (IC)|enterocolitis|irritable bowel syndrome|tremors|allergic rhinitis
lonidamine	0	1	1	2	Launched	glucokinase inhibitor	GCK		
maraviroc	1	0	1	2	Launched	CC chemokine receptor antagonist	CCR5	infectious disease	human immunodeficiency virus (HIV-1)
phenazopyridine	1	0	1	2	Launched	local anesthetic	SCN1A	infectious disease	urinary tract infections
pizotifen	0	1	1	2	Launched	serotonin receptor antagonist	HTR1A|HTR2A|HTR2C	neurology/psychiatry	migraine headache
scopolamine	1	1	0	2	Launched	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|SI	neurology/psychiatry|gastroenterology	motion sickness|vomiting|nausea
tacrolimus	1	0	1	2	Launched	calcineurin inhibitor	FKBP1A	transplant	organ rejection
terguride	0	1	1	2	Launched	dopamine receptor agonist|serotonin receptor antagonist	ADRA1A|ADRA2A|ADRA2B|ADRA2C|DRD2|DRD3|DRD4|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C	neurology/psychiatry	Parkinson's Disease
thiocolchicoside	1	1	0	2	Launched	GABA receptor antagonist	GABRA1|GABRB2|GABRG2|GLRA1|GLRB	neurology/psychiatry	muscle relaxant
